F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,L
0.3525,0.3345,0.5116,0.5722,0.564,0.6692,0.4808,0.6056,0.5902,0.6561,0.513,0.5635,1
0.3096,0.3670000000000001,0.4894,0.5677,0.5287,0.6841,0.419,0.6544,0.5844,0.6375,0.5973,0.4401,1
0.4059,0.3798,0.7394,0.3555,0.8615,0.35,1.7603,-0.0301,-0.018000000000000002,2.0199,-0.0173,0.0214,3
0.5818,0.2661,0.8678,0.4688,0.9546,0.5728,0.7304,0.6334,0.8540000000000001,0.7134,0.8607,0.4792,1
0.3249,0.2663,0.2135,0.0838,0.2176,0.0323,0.1633,0.14400000000000002,0.1643,0.0887,0.2186,0.0785,2
0.2682,0.2294,0.597,0.1434,0.746,0.0893,0.5686,0.1835,0.6593,0.2042,0.6265,0.1115,1
0.1175,0.6417,0.0216,0.3414,-0.0045,0.3157,0.0435,0.3126,0.08800000000000001,0.2014,0.0865,0.2635,2
1.0791,0.0329,0.5166,0.7448,0.4626,0.4487,0.5806,0.672,0.4977,0.3901,0.5378,0.7246,2
0.5793,0.5256,0.2275,0.6283,0.235,0.4414,0.3038,0.5316,0.2404,0.4183,0.2991,0.5356,2
0.4767,0.62,0.8124,0.6201,0.8201,0.7476,1.7621,-0.032,0.0285,1.9625,-0.0024,1.7352,3
1.0986,0.0106,1.1702,0.568,0.8732,0.2272,1.1428,0.5946,0.8219,0.2528,1.1957,0.5319,2
1.1563,-0.0637,0.9582,0.7839,0.8017,0.5624,1.0872,0.6377,0.7981,0.508,0.9966,0.7431,2
0.5457,0.5523,0.2855,1.4449,0.2507,0.9536,0.2293,1.5112,0.1937,0.9833,0.2684,1.4655,2
0.3198,0.7852,0.6013,1.135,0.7234,1.1983,1.6289,0.1248,-0.0442,2.0533,0.0817,1.6358,3
1.1205,-0.0125,0.4273,1.305,0.4001,1.569,0.5607,1.1524,0.4132,1.3408,0.3841,1.3542,2
0.292,0.08900000000000001,0.4256,0.1747,0.4704,0.2201,0.4925,0.0968,0.4691,0.2292,0.4426,0.1539,1
0.1269,0.9731,0.412,1.0367,0.5733,0.9856,1.6994,0.0368,-0.0247,2.0243,-0.011,1.7438,3
1.1133,-0.0102,0.6586,0.3186,0.5528,0.2098,0.6548,0.3203,0.4692,0.2883,0.5417,0.4562,2
0.5673,0.5564,0.3051,0.8024,0.287,0.5489999999999999,0.3614,0.7325,0.2592,0.5638,0.3773,0.7175,2
0.1186,0.5166,0.2754,0.7017,0.3716,0.7266,0.1927,0.8017,0.2624,0.8739,0.3585,0.6027,1
0.5425,0.5662,0.4065,0.7119,0.1688,0.7062,0.3222,0.816,0.0743,0.7979,0.1885,0.9741,2
0.1477,0.4547,0.2569,0.6831,0.245,0.836,0.3765,0.5412,0.274,0.8186,0.1857,0.7708,1
0.6199,0.4779,0.9528,0.7463,0.9741,0.8633,1.6771,0.062,2.0271,-0.0301,0.0151,1.7147,3
1.0814,0.0258,0.7381,0.8548,0.5455,0.4843,0.8089,0.7721,0.6447,0.3352,0.7806,0.8049,2
-0.0007,1.0002,0.0624,1.4912,0.0384,1.7347,0.1108,1.4354,0.1197,1.67,-0.0027,1.5675,1
0.423,0.618,0.6667,0.96,0.8423,0.9991,0.6821,0.9383,0.7609999999999999,1.1183,0.6837,0.9371,1
0.4713,0.4386,0.7293,0.6936,0.7792,0.8545,0.6979,0.7343,0.8918,0.7419,0.6975,0.738,1
0.0429,0.7170000000000001,0.249,0.8308,0.4208,0.7661,-0.0232,1.7629,0.0186,1.9788,-0.0687,0.0813,3
0.9711,0.1022,1.4946,0.2016,1.7635,0.1583,1.5542,0.129,1.8343,0.1014,1.4889,0.2066,1
0.4445,0.4328,0.7354,0.6306,0.7351,0.8423,0.7142,0.6597,0.8077,0.7814,0.6867,0.6933,1
1.0203,0.1023,1.3399,0.3863,0.8918,0.401,1.4,0.3113,0.9264,0.3066,1.2568,0.488,2
